2000-02-02T00:00:00Z	ANTUNES, XANA; NEW YORK POST; APPOINTMENTS AND EXECUTIVE CHANGES; NEWSPAPERS; BIOGRAPHICAL INFORMATION	Acting Editor, Specialist in Business Coverage, Is Made Permanent at The Post	The New York Times	article	http://www.nytimes.com/2000/02/02/nyregion/acting-editor-specialist-in-business-coverage-is-made-permanent-at-the-post.html	Metropolitan Desk	New York and Region	The New York Post, which has built its rowdy reputation on front-page coverage of crime (''Headless Body in Topless Bar''), sports (''Bellichicken'') and politics (''Shame on Hillary'') is naming as its editor a journalist who has spent her entire...	The New York Post, which has built its rowdy reputation on front-page coverage of crime (''Headless Body in Topless Bar''), sports (''Bellichicken'') and politics (''Shame on Hillary'') is naming as its editor a journalist who has spent her entire career covering business (as in ''You've Got Deal''). Xana Antunes (pronounced SHAH-na An-TOON-ess), who joined The Post as deputy business editor in 1995, has been acting editor of The Post since October, when Kenneth Chandler, the editor in chief, assumed the title of publisher and stepped down from day-to-day newsroom management.
2000-02-05T00:00:00Z	KOSOVO (SERBIA); MITROVICA (SERBIA); SERBIA; FRANCE; UNITED NATIONS; CIVIL WAR AND GUERRILLA WARFARE; DEMONSTRATIONS AND RIOTS	7 Killed and 9 Hurt in Kosovo Rampage, Worst Since War	The New York Times	article	http://www.nytimes.com/2000/02/05/world/7-killed-and-9-hurt-in-kosovo-rampage-worst-since-war.html	Foreign Desk	World	In the worst violence Kosovo has seen since the end of the war, seven Albanians were killed and at least nine wounded on Thursday night when about 500 people rampaged through the streets, bursting into apartments, firing guns and throwing grenades.  ...	In the worst violence Kosovo has seen since the end of the war, seven Albanians were killed and at least nine wounded on Thursday night when about 500 people rampaged through the streets, bursting into apartments, firing guns and throwing grenades. The fierce fighting had subsided by daybreak, but the tension remained in this divided city as angry crowds of Serbs and Albanians gathered on either side of a bridge that spans the Ibar River, which runs through the heart of this industrial city 30 miles northwest of Kosovo's provincial capital, Pristina. The river separates the two communities; about 9,000 Serbs control the north bank, and 90,000 ethnic Albanians live on the south side.
2000-02-06T00:00:00Z	AUTOMOBILES; UTILITY VEHICLES AND OTHER LIGHT TRUCKS; SECURITY AND WARNING SYSTEMS	The Way We Live Now: 2-6-00: Salient Facts: Armored S.U.V.'s; Gangsta on Board	The New York Times	article	http://www.nytimes.com/2000/02/06/magazine/the-way-we-live-now-2-6-00-salient-facts-armored-suv-s-gangsta-on-board.html	Magazine Desk	Magazine	According to law-enforcement officials, Puffy Combs -- the rapper recently charged with throwing a 9-millimeter handgun out the window of his speeding Lincoln Navigator -- had installed a secret trap door to hide a weapon. The problem? The trap...	According to law-enforcement officials, Puffy Combs -- the rapper recently charged with throwing a 9-millimeter handgun out the window of his speeding Lincoln Navigator -- had installed a secret trap door to hide a weapon. The problem? The trap door's security system was so elaborate that in the heat of the moment no one in the car could figure out how to get it open. According to a report in The New York Post, one witness told the grand jury that Combs yelled: ''Trap! Trap! Open the trap!'' (Combs has pleaded not guilty to charges of illegal gun possession.) Police say that secret gun vaults are increasingly common among certain high-risk drivers. And for those who have enough money and know the right auto-body mechanic, they are just one of the many options available. Trap Doors First used by drug gangs, these discreet compartments can keep illegal contraband (or legitimate cargo, should the need arise) safe and out of sight. As long as you can open them, that is: law-enforcement officials in New York have discovered traps -- inside dashboards, behind back seats, in door panels and floorboards -- that pop open only when the operator turns on the heat while the radio is set to a certain station, or when he inserts a hairpin into connections in the doorjamb while stepping on the brakes. More high-tech versions involve a series of microswitches that must be flipped in sequence. A few years ago, a drug gang in Washington Heights had a whole fleet of nondescript sedans whose traps could be opened only by inserting fuses into the second and fourth slots on the right column of the fuse box and then activating the rear-window defroster. ''Five years ago,'' one veteran New York City lawman said, ''these things were unusual. Now they're commonplace.'' Then again, he added, ''to some degree that's a function that we know to look for them now.'' Trap doors aren't actually illegal. Still, many alarm shops or auto detailers are leery of installing them. ''The police department frowns upon that kind of stuff,'' said the owner of a custom shop in the Bronx. ''If you start putting it in they give you a hard time. People ask me for safes, and I won't do it, because it's just too much to have in my head.'' Michael Trusio, a senior sales executive at Krystal Enterprises in Brea, Calif., agrees that it's business he'd rather not have. But, he added, ''we don't want to tell somebody no and then have someone come around and burn our plant down.'' Armor Car armor, which can include bulletproof glass in the windows, ballistic steel in the doors and body and Kevlar shields for the floorboards and gas tank, was once used for skittish billionaires and presidential motorcades. Today, it's just another accessory for the nation's wealthiest drivers. But all that security doesn't come cheap. Outfitting the family Mercedes in this bulletproof material can cost $100,000. And for some, that's just the beginning. ''I can think of 10 or 12 families who have armored cars for everyone,'' said Craig Fingold, the president of Beverly Hills Motoring, which has dubbed itself the Neiman Marcus of automotive accessories. Depending on the thickness, armor can add from 400 to 4,000 pounds to the weight of the car. Fingold said that a record mogul who had been threatened with death by a rapper had recently come in and had his Suburban outfitted with 4-inch metal -- enough to stop machine-gun fire. And Notorious B.I.G. stopped in to check out an armoring system but did not buy it. A few months later, he was shot to death in his Suburban. The Works Even drivers whose security concerns don't involve wielding or dodging heavy firepower have a number of self-defense toys to consider. Auto Taser ($200) delivers a powerful electric shock to anyone who lays an unwelcome hand on the steering wheel. Tiny video cameras ($800) that are installed with a clear view of the front seat can be useful for those who want evidence of police harassment; Fingold says they're especially popular with celebrities and sports figures. But for some wary drivers, the best defense is a good offense. Outfits like the Counter Spy Shops sell devices that spew oil, leaving a dangerous slick behind them ($1,300); they are reportedly popular in Russia, as are similar devices that spray a mist of oil on the windshield of the car behind ($1,300). Contraptions that scatter a large number of tacks in a car's wake -- first seen on countless Saturday-morning cartoons -- cost slightly more. (They start at $1,500.) Counter Spy claims it installed one for the Shah of Iran. Thankfully for the average American driver, however, most are available for export only. Finally, for those less afraid of fellow motorists than of airborne hazards, the smart choice is a tear-gas deterrent system that seals the car against unfiltered air ($5,000).
2000-02-06T00:00:00Z	KOSOVO (SERBIA); MITROVICA (SERBIA); SERBIA; UNITED NATIONS; POLITICS AND GOVERNMENT; CIVIL WAR AND GUERRILLA WARFARE	In Kosovo, More Clashes Between Peacekeepers and Albanians	The New York Times	article	http://www.nytimes.com/2000/02/06/world/in-kosovo-more-clashes-between-peacekeepers-and-albanians.html	Foreign Desk	World	Peacekeepers clashed with Kosovo Albanians for a second day today in this town, firing percussion grenades and tear gas to push back angry crowds from the bridge that divides the city.    Two Albanians and eight soldiers were reported wounded in the...	Peacekeepers clashed with Kosovo Albanians for a second day today in this town, firing percussion grenades and tear gas to push back angry crowds from the bridge that divides the city. Two Albanians and eight soldiers were reported wounded in the clash as Albanian youths threw bottles and stones at troops guarding the bridge. Police in riot gear with helmets and shields reacted forcefully, advancing in formation, backed up by four Dutch armored vehicles.
2000-02-10T00:00:00Z	SANCHEZ, TOM; WEBB, WELLINGTON; DENVER (COLO); BIOGRAPHICAL INFORMATION; POLICE; HISPANIC-AMERICANS	Denver Police Chief Pushed Out After a Series of Problems	The New York Times	article	http://www.nytimes.com/2000/02/10/us/denver-police-chief-pushed-out-after-a-series-of-problems.html	National Desk	U.S.	Mayor Wellington Webb began a search today for a new police chief after a series of problems, including the accidental shooting death of a man in a botched drug raid, led him to seek the resignation of a 30-year veteran of the force who served less...	Mayor Wellington Webb began a search today for a new police chief after a series of problems, including the accidental shooting death of a man in a botched drug raid, led him to seek the resignation of a 30-year veteran of the force who served less than 18 months as its chief. In announcing his request late Tuesday after meeting with the chief, Tom Sanchez, the city's first Hispanic police chief and one of the few Hispanics leading a big-city police force, Mayor Webb said, ''At certain times, due to a convergence of issues, a leadership change is necessary.''
2000-02-11T00:00:00Z	KOSOVO (SERBIA); MITROVICA (SERBIA); GREAT BRITAIN; SERBIA; FRANCE	British Troops Replace French in Riot-Torn Kosovo Town	The New York Times	article	http://www.nytimes.com/2000/02/11/world/british-troops-replace-french-in-riot-torn-kosovo-town.html	Foreign Desk	World	British peacekeeping forces took over guard duties on a bridge in the ethnically divided town of Mitrovica in northern Kosovo today, replacing French troops that had been accused of failing to protect ethnic Albanians and Serbs.    The arrival of the...	British peacekeeping forces took over guard duties on a bridge in the ethnically divided town of Mitrovica in northern Kosovo today, replacing French troops that had been accused of failing to protect ethnic Albanians and Serbs. The arrival of the British -- about 150 men from the Royal Green Jackets who are based in central Kosovo -- is the latest effort by peacekeepers to ensure security and reduce tension in the area, which was the scene of riots last week. During an all-night rampage, angry Serbs took to the streets in retaliation for the deaths of two Serbs killed in a bus ambush.
2000-02-15T00:00:00Z	METROSTARS; SOCCER	A New Striker Is Coming	The New York Times	article	http://www.nytimes.com/2000/02/15/sports/soccer-a-new-striker-is-coming.html	Sports Desk	Sports	 METROSTARS       The MetroStars, the worst team in Major League Soccer last season, made another move yesterday, trading away one Colombian striker for another. The MetroStars sent Henry Zambrano to the Colorado Rapids and replaced him with Alex...	METROSTARS The MetroStars, the worst team in Major League Soccer last season, made another move yesterday, trading away one Colombian striker for another. The MetroStars sent Henry Zambrano to the Colorado Rapids and replaced him with Alex Comas, who played with Colombia's Atletico National for the past three years.
2000-02-15T00:00:00Z	NEW YORK STATE; POLICE BRUTALITY AND MISCONDUCT; PRISONS AND PRISONERS; ATTICA STATE PRISON (NY); CLASS-ACTION SUITS; SUITS AND CLAIMS AGAINST GOVERNMENT; GUARDS; DEMONSTRATIONS AND RIOTS; TORTURE	Ex-Attica Inmates Recount Shattered Lives and Dreams	The New York Times	article	http://www.nytimes.com/2000/02/15/nyregion/ex-attica-inmates-recount-shattered-lives-and-dreams.html	Metropolitan Desk	New York and Region	Gary Haynes, Attica survivor, waited almost 30 years for this day.    Dressed in a weathered suit with his mother, Betty, at his side, Mr. Haynes showed up at the federal district courthouse here almost an hour early this morning. He wanted to talk...	Gary Haynes, Attica survivor, waited almost 30 years for this day. Dressed in a weathered suit with his mother, Betty, at his side, Mr. Haynes showed up at the federal district courthouse here almost an hour early this morning. He wanted to talk about how the guards had beaten him and burned his chest with cigarettes. He wanted to tell people about the kidney transplant that he says was a result of the beating -- as well as the broken ankle, the broken feet, the broken hip and the thwarted dreams that ensued.
2000-02-18T00:00:00Z	CHERNOKOZOVO (RUSSIA); INGUSHETIA (RUSSIAN REPUBLIC); RUSSIA; CHECHNYA (RUSSIA); HUMAN RIGHTS WATCH; ARMAMENT, DEFENSE AND MILITARY FORCES; SEX CRIMES; CIVIL WAR AND GUERRILLA WARFARE; TORTURE	Chechens Tell of Torture in Russian Camp	The New York Times	article	http://www.nytimes.com/2000/02/18/world/chechens-tell-of-torture-in-russian-camp.html	Foreign Desk	World	Three men seized by Russian troops and imprisoned at a detention camp in northern Chechnya this winter have told human rights observers of beatings, torture and rapes they say took place there before they bribed their way to freedom this month.    ...	Three men seized by Russian troops and imprisoned at a detention camp in northern Chechnya this winter have told human rights observers of beatings, torture and rapes they say took place there before they bribed their way to freedom this month. The three, who are now in the neighboring Russian province of Ingushetia, gave their accounts to researchers for Human Rights Watch, which relayed them to news organizations this week.
2000-02-18T00:00:00Z	LEBANON; AKUR (LEBANON); ISRAEL; UNITED STATES INTERNATIONAL RELATIONS; UNITED STATES FOREIGN SERVICE; DEMONSTRATIONS AND RIOTS	Army Breaks Up Beirut Demonstration at U.S. Embassy	The New York Times	article	http://www.nytimes.com/2000/02/18/world/army-breaks-up-beirut-demonstration-at-us-embassy.html	Foreign Desk	World; Washington	Popular anger erupted outside the United States Embassy today, a week after Israel retaliated against Lebanon for guerrilla attacks that killed several Israeli soldiers. Hundreds of Lebanese students joined with other protesters in throwing rocks and...	Popular anger erupted outside the United States Embassy today, a week after Israel retaliated against Lebanon for guerrilla attacks that killed several Israeli soldiers. Hundreds of Lebanese students joined with other protesters in throwing rocks and tomatoes at Lebanese army and police detachments, which responded with batons, tear gas canisters and high-pressure water hoses. The protests appeared to have been organized with the help of Hezbollah, the Iranian-backed Party of God, whose guerrillas have mounted an offensive in southern Lebanon that has killed seven Israeli soldiers in less than three weeks. In a fiery speech on Wednesday, the Hezbollah leader, Sheik Hassan Nasrallah, citing official American statements that supported the Israeli bombing, called on this nation of 3.5 million people to boycott the United States ambassador, David Satterfield, whom he described as ''the U.S.-Israeli ambassador in Lebanon.''
2000-02-19T00:00:00Z	ISRAEL; CABLE NEWS NETWORK; UNITED STATES INTERNATIONAL RELATIONS; TELEVISION; LEBANON-INTERNATIONAL RELATIONS-US; DEMONSTRATIONS AND RIOTS; NEWS AND NEWS MEDIA	Protests in Beirut Against U.S. and Israel Turn Wrath on CNN	The New York Times	article	http://www.nytimes.com/2000/02/19/world/protests-in-beirut-against-us-and-israel-turn-wrath-on-cnn.html	Foreign Desk	World; Washington	A second day of angry street protests against Israel and the United States turned today against the American cable network CNN, with Lebanese soldiers and policemen in riot gear firing tear gas to drive back about 3,000 demonstrators who tried to...	A second day of angry street protests against Israel and the United States turned today against the American cable network CNN, with Lebanese soldiers and policemen in riot gear firing tear gas to drive back about 3,000 demonstrators who tried to reach CNN's Beirut offices. The demonstrators, mostly university students, dispersed after about an hour without breaking through barricades. Their anger at CNN, the only American television network with a news bureau here, appeared to be as much an outgrowth of resentment of the United States' support of Israel as an attack on CNN's Middle East coverage, although that, too, was widely condemned.
2000-02-20T00:00:00Z	KIM DAE JUNG; SOUTH KOREA; POLITICS AND GOVERNMENT; ELECTIONS	Korean Fights For Coalition And His Aims As a Reformer	The New York Times	article	http://www.nytimes.com/2000/02/20/world/korean-fights-for-coalition-and-his-aims-as-a-reformer.html	Foreign Desk	World	Two years into his five-year term as president, Kim Dae Jung is locked in a surprisingly ugly fight for his political life -- or at least to avoid having the remainder of his term turned into an ornamental presidency.     The depth of his predicament...	Two years into his five-year term as president, Kim Dae Jung is locked in a surprisingly ugly fight for his political life -- or at least to avoid having the remainder of his term turned into an ornamental presidency. The depth of his predicament was driven home the other day when one of South Korea's leading politicians compared the president, who took office as a reformer with a long history of opposition dissent, to Mao Zedong.
2000-02-21T00:00:00Z	PATZERT, RUDOLPH W; BIOGRAPHICAL INFORMATION; DEATHS (OBITUARIES)	Rudolph Patzert, 88; Transported Jews to Palestine After War	The New York Times	article	http://www.nytimes.com/2000/02/21/world/rudolph-patzert-88-transported-jews-to-palestine-after-war.html	Foreign Desk	World; Obituaries	Rudolph W. Patzert, the captain of a rusty 1904 gunboat that carried more than 1,380 Jewish refugees from Europe to Palestine as part of a secret rescue operation after World War II, died on Jan. 21 in a nursing home in Encinitas, Calif. He was 88.  ...	Rudolph W. Patzert, the captain of a rusty 1904 gunboat that carried more than 1,380 Jewish refugees from Europe to Palestine as part of a secret rescue operation after World War II, died on Jan. 21 in a nursing home in Encinitas, Calif. He was 88. The cause was cancer, said his son Bill.
2000-02-22T00:00:00Z	KOSOVO (SERBIA); MITROVICA (SERBIA); SERBIA; NORTH ATLANTIC TREATY ORGANIZATION; DEMONSTRATIONS AND RIOTS	Albanians Rally to Oust Serbs From a City in Kosovo	The New York Times	article	http://www.nytimes.com/2000/02/22/world/albanians-rally-to-oust-serbs-from-a-city-in-kosovo.html	Foreign Desk	World	Thousands of ethnic Albanians from throughout Kosovo marched on this divided city today and clashed with a phalanx of NATO-led troops, who used tear gas and fists to keep them from reaching the Serbian district.    A throng of protesters -- some...	Thousands of ethnic Albanians from throughout Kosovo marched on this divided city today and clashed with a phalanx of NATO-led troops, who used tear gas and fists to keep them from reaching the Serbian district. A throng of protesters -- some estimates put their number at 25,000, others at twice that -- tried to cross the main bridge that divides the Serbian and Albanian sections of this mining town. The crowd was turned back as thousands of Serbs stood on the other side, waving flags and playing nationalist songs.
2000-02-22T00:00:00Z		NEWS SUMMARY	The New York Times	article	http://www.nytimes.com/2000/02/22/nyregion/news-summary-936502.html	Metropolitan Desk	New York and Region	 INTERNATIONAL   A3-11    China Threatens Taiwan On Reunification Issue  Beijing issued the bluntest warning yet that it would not wait indefinitely for Taiwan to reunite with the mainland, saying that if Taiwan, which is to hold presidential...	INTERNATIONAL A3-11 China Threatens Taiwan On Reunification Issue Beijing issued the bluntest warning yet that it would not wait indefinitely for Taiwan to reunite with the mainland, saying that if Taiwan, which is to hold presidential elections on March 18, indefinitely refused to pursue reunification, then China would ''adopt all drastic measures possible, including the use of force.'' A1 Gains for Iran Reformers An adviser to President Mohammad Khatami said reform candidates appeared to have won 73 percent of the parliamentary seats already decided and could control up to 90 percent after a runoff in April. A1
2000-02-24T00:00:00Z	CRESCENT CITY (CALIF); CALIFORNIA; PELICAN BAY STATE PRISON; PRISONS AND PRISONERS; GUARDS; DEMONSTRATIONS AND RIOTS	Inmate Dies and 12 Are Hurt as Riot Erupts in California Prison	AP	article	http://www.nytimes.com/2000/02/24/us/inmate-dies-and-12-are-hurt-as-riot-erupts-in-california-prison.html	National Desk	None	One inmate was killed today and 12 others were wounded in a riot at a maximum-security prison here  that guards quelled with gunfire.    The violence came on the same day that a federal indictment of two former guards for attacks on inmates at the...	One inmate was killed today and 12 others were wounded in a riot at a maximum-security prison here that guards quelled with gunfire. The violence came on the same day that a federal indictment of two former guards for attacks on inmates at the prison was made public in San Francisco.
2000-02-25T00:00:00Z		WORLD BRIEFING	The New York Times	article	http://www.nytimes.com/2000/02/25/world/world-briefing.html	Foreign Desk	World	 EUROPE    RUSSIA: FUNERAL IN ST. PETERSBURG -- Under heavy security because of a rumored assassination plot, President Vladimir V. Putin, left, attended the St. Petersburg funeral of his mentor and that city's first elected mayor, Anatoly Sobchak....	EUROPE RUSSIA: FUNERAL IN ST. PETERSBURG -- Under heavy security because of a rumored assassination plot, President Vladimir V. Putin, left, attended the St. Petersburg funeral of his mentor and that city's first elected mayor, Anatoly Sobchak. Mr. Putin said Mr. Sobchak, who fled Russia from 1997 to 1999 after being accused of corruption, was a democratic visionary destroyed by persecution. Mr. Sobchak died after a heart attack last weekend. Michael Wines (NYT) SERBIA: MORE POLICE FOR KOSOVO -- Responding to the need for more civilian police officers in Kosovo and for other peacekeeping missions, the United States said it would create a permanent reserve of 2,000 officers to be available without delay. ''The recent slowness in deploying desperately needed civilian police to Kosovo provides only the latest evidence that present international capabilities are not adequate,'' said Secretary of State Madeleine K. Albright. Elizabeth Becker (NYT)
2000-02-29T00:00:00Z	SOUTH KOREA; LEGISLATURES AND PARLIAMENTS; REFORM AND REORGANIZATION; POLITICS AND GOVERNMENT; ETHICS; LAW AND LEGISLATION; ELECTIONS; COMPUTERS AND THE INTERNET	Internet Recharges Reformers In Korea	The New York Times	article	http://www.nytimes.com/2000/02/29/world/internet-recharges-reformers-in-korea.html	Foreign Desk	Technology; World	With his one-day beard and tousled hair, Park Byung Ok retains a hint of the look of the student protesters who lobbed rocks and gasoline bombs at the police, who replied with tear gas and rubber bullets, in the often turbulent 1980's here.    But...	With his one-day beard and tousled hair, Park Byung Ok retains a hint of the look of the student protesters who lobbed rocks and gasoline bombs at the police, who replied with tear gas and rubber bullets, in the often turbulent 1980's here. But these days, Mr. Park, 39, and his associates are launching nothing more lethal than e-mails -- many thousands -- to officials and political parties from civic groups that are sprouting around the country. The effects are rocking South Korea in ways never imagined by the radical opposition that many of the protesters belonged to a generation ago.
2000-03-01T00:00:00Z	CHERNOKOZOVO (RUSSIA); RUSSIA; CHECHNYA (RUSSIA); POLITICS AND GOVERNMENT; INDEPENDENCE MOVEMENTS AND SECESSION; FREEDOM AND HUMAN RIGHTS; TORTURE; NEWS AND NEWS MEDIA	At Russian Camp, 2 Views of Chechen Prisoners	The New York Times	article	http://www.nytimes.com/2000/03/01/world/at-russian-camp-2-views-of-chechen-prisoners.html	Foreign Desk	World	The heavy steel doors, freshly painted for visitors, swung open one by one along a 100-foot-long corridor to reveal cold cells, gauzy from cigarette smoke and poor ventilation, where the sallow faces of Chechen men and women peered out from the...	The heavy steel doors, freshly painted for visitors, swung open one by one along a 100-foot-long corridor to reveal cold cells, gauzy from cigarette smoke and poor ventilation, where the sallow faces of Chechen men and women peered out from the shadows -- their eyes frozen by the flash of intruding cameras. Their guards barked orders at them to ''stand back from the door!'' or to ''turn around!'' or ''speak up!'' and to report to a group of visitors on the conditions in this notorious ''filtration'' camp. Some who have passed through here have alleged that brutal beatings and torture have taken place.
