pub_date	keywords	headline	source	document_type	web_url	news_desk	section_name	snippet	lead_paragraph
2014-08-19T03:13:32Z		As Protests Rage, Obama Struggles to Find His Role	AP	article	http://www.nytimes.com/aponline/2014/08/19/us/politics/ap-us-obama.html	None	U.S.	"When racial tensions erupted midway through his first presidential campaign, Barack Obama came to Philadelphia to decry the ""racial stalemate we've been stuck in for years."" Over time, he said, such wounds, rooted in America's painful history on..."	"When racial tensions erupted midway through his first presidential campaign, Barack Obama came to Philadelphia to decry the ""racial stalemate we've been stuck in for years."" Over time, he said, such wounds, rooted in America's painful history on race, can be healed."
2014-08-19T00:00:00Z	Brown, Michael (1996-2014); Police Brutality, Misconduct and Shootings; Demonstrations, Protests and Riots; Ferguson (Mo); Missouri; Jackson, Jesse L	Stores Are Boarded Up but Open for Business in Ferguson	The New York Times	article	http://www.nytimes.com/2014/08/19/us/stores-are-boarded-up-but-open-for-business-in-ferguson.html	National	U.S.	West Florissant Avenue has been at the center of protests but business there are still trying, mostly in vain, to attract customers.	West Florissant Avenue has been at the center of protests but business there are still trying, mostly in vain, to attract customers.
2014-08-19T17:54:08Z		How Can Authorities Restore Order in Ferguson?	AP	article	http://www.nytimes.com/aponline/2014/08/19/us/ap-us-police-shooting-calming-the-clashes.html	None	U.S.	They've lined the streets with police in riot gear, brought in a new black commander with an empathetic manner, imposed a curfew, lifted it and deployed the National Guard &#8212; and still the violence erupts nightly in the town of Ferguson,...	They've lined the streets with police in riot gear, brought in a new black commander with an empathetic manner, imposed a curfew, lifted it and deployed the National Guard &#8212; and still the violence erupts nightly in the town of Ferguson, Missouri.
2014-08-19T00:46:49Z		Missouri Suburb Braces for More Racial Unrest Amid Appeals for Calm	Reuters	article	http://www.nytimes.com/reuters/2014/08/19/us/19reuters-usa-missouri-shooting.html	None	U.S.	Police in Ferguson, Missouri, braced for another night of racially charged unrest on Tuesday as the governor and U.S. attorney general appealed for calm in the St. Louis suburb 10 days after the fatal shooting of black teenager Michael Brown.	Police in Ferguson, Missouri, braced for another night of racially charged unrest on Tuesday as the governor and U.S. attorney general appealed for calm in the St. Louis suburb 10 days after the fatal shooting of black teenager Michael Brown.
2014-08-19T14:28:02Z		NY Took Quick Precautions After In-Custody Death	AP	article	http://www.nytimes.com/aponline/2014/08/19/us/ap-us-police-chokehold-death-response.html	None	U.S.	The police killings of two unarmed black men came barely three weeks apart, generating immediate and potentially volatile outrage.	The police killings of two unarmed black men came barely three weeks apart, generating immediate and potentially volatile outrage.
2014-08-19T02:53:27Z		Pakistani Protesters Reach Parliament as Police Look On	Reuters	article	http://www.nytimes.com/reuters/2014/08/19/world/asia/19reuters-pakistan-politics.html	None	World	Thousands of protesters marched to the Pakistani parliament on Tuesday as part of a bid to force the prime minister to resign, using a crane and bolt cutters to force their way past barricades of shipping containers in the capital Islamabad.	Thousands of protesters marched to the Pakistani parliament on Tuesday as part of a bid to force the prime minister to resign, using a crane and bolt cutters to force their way past barricades of shipping containers in the capital Islamabad.
2014-08-19T03:11:54Z		Many Communities Still Mistrust Police	AP	article	http://www.nytimes.com/aponline/2014/08/19/us/politics/ap-us-police-shooting-missouri-police-mistrust.html	None	U.S.	For one night, all was well in Ferguson, Missouri. After a change in police command, violent protests decrying the shooting death of unarmed 18-year-old Michael Brown at the hands of white police officer Darren Wilson suddenly gave way to peaceful...	For one night, all was well in Ferguson, Missouri. After a change in police command, violent protests decrying the shooting death of unarmed 18-year-old Michael Brown at the hands of white police officer Darren Wilson suddenly gave way to peaceful demonstrations.
2014-08-19T00:00:00Z		Your Tuesday Briefing	The New York Times	article	http://www.nytimes.com/2014/08/19/us/your-tuesday-briefing.html	National	U.S.	Here’s what you need to know to start your day.	Here’s what you need to know to start your day.
2014-08-19T00:00:00Z	Ferguson (Mo); Holder, Eric H Jr; Obama, Barack; Brown, Michael (1996-2014); Nixon, Jay; National Guard; Blacks; Police Brutality, Misconduct and Shootings; Demonstrations, Protests and Riots; Curfews; Wilson, Darren (1986- ); Race and Ethnicity	Missouri Tries Another Idea: Call In National Guard	The New York Times	article	http://www.nytimes.com/2014/08/19/us/ferguson-missouri-protests.html	National	U.S.	In the days since a teenager was shot to death in Ferguson, Mo., an array of state and local law enforcement authorities have swerved from one approach to another.	In the days since a teenager was shot to death in Ferguson, Mo., an array of state and local law enforcement authorities have swerved from one approach to another.
2014-08-19T16:25:32Z		Holder Brings His Civil Rights Push to Ferguson	AP	article	http://www.nytimes.com/aponline/2014/08/19/us/politics/ap-us-police-shooting-missouri-holder.html	None	U.S.	Eric Holder talks about the nation's civil rights struggles in a way no previous U.S. attorney general could &#8212; by telling his own family story.	Eric Holder talks about the nation's civil rights struggles in a way no previous U.S. attorney general could &#8212; by telling his own family story.
2014-08-20T03:47:02Z		Key Events Following the Death of Michael Brown	AP	article	http://www.nytimes.com/aponline/2014/08/20/us/ap-us-police-shooting-missouri-timeline.html	None	U.S.	A timeline of key events following the fatal police shooting of 18-year-old Michael Brown in the St. Louis suburb of Ferguson, Missouri.	A timeline of key events following the fatal police shooting of 18-year-old Michael Brown in the St. Louis suburb of Ferguson, Missouri.
2014-08-20T00:00:00Z	Ferguson (Mo); Demonstrations, Protests and Riots; Iran; Russia; Egypt; China	Russia, Iran and Egypt Heckle U.S. About Tactics in Ferguson	The New York Times	article	http://www.nytimes.com/2014/08/20/world/europe/russia-iran-and-egypt-heckle-us-about-tactics-in-ferguson.html	Foreign	World	Strident criticism of the action taken by the police in Ferguson, Mo., has come from authoritarian nations where the police are often venerated and dissent is scarcely tolerated.	Strident criticism of the action taken by the police in Ferguson, Mo., has come from authoritarian nations where the police are often venerated and dissent is scarcely tolerated.
2014-08-20T03:33:04Z		Guide to Developments in Missouri Police Shooting	AP	article	http://www.nytimes.com/aponline/2014/08/20/us/ap-us-police-shooting-missouri-news-guide.html	None	U.S.	Protesters have gathered daily, with some crowds turning violent, since a police officer fatally shot 18-year-old Michael Brown on Aug. 9 in the St. Louis suburb of Ferguson. Here's a look at key elements of the shooting and the unrest that followed:	Protesters have gathered daily, with some crowds turning violent, since a police officer fatally shot 18-year-old Michael Brown on Aug. 9 in the St. Louis suburb of Ferguson. Here's a look at key elements of the shooting and the unrest that followed:
2014-08-20T00:00:00Z	Ferguson (Mo); Brown, Michael (1996-2014); Nixon, Jay; Demonstrations, Protests and Riots; Curfews; Wilson, Darren (1986- ); National Guard; Race and Ethnicity; Holder, Eric H Jr; Obama, Barack	National Guard Troops in Ferguson Fail to Quell Disorder	The New York Times	article	http://www.nytimes.com/2014/08/20/us/ferguson-missouri-protests.html	National	U.S.	Violence erupted in Ferguson, Mo., once more overnight, even as National Guard troops arrived in the latest in a series of attempts to quell the chaos after a police officer fatally shot an unarmed teenager.	Violence erupted in Ferguson, Mo., once more overnight, even as National Guard troops arrived in the latest in a series of attempts to quell the chaos after a police officer fatally shot an unarmed teenager.
2014-08-20T14:36:47Z		NYC Mayor, Faith Leaders Meet Over Chokehold Death	AP	article	http://www.nytimes.com/aponline/2014/08/20/us/ap-us-police-chokehold-death.html	None	U.S.	New York City's mayor and archbishop convened a round-table meeting of police and minority community leaders on Wednesday to diffuse tensions between the groups, days before a march to protest the death of a black man placed in a chokehold by a white...	New York City's mayor and archbishop convened a round-table meeting of police and minority community leaders on Wednesday to diffuse tensions between the groups, days before a march to protest the death of a black man placed in a chokehold by a white police officer.
2014-08-20T06:53:32Z	Brown, Michael (1996-2014); Johnson, Ronald S; Ferguson (Mo); Demonstrations, Protests and Riots; News and News Media; Police Brutality, Misconduct and Shootings	Reports on Twitter: Smaller Crowds in Ferguson, but Continued Tension	The New York Times	blogpost	http://news.blogs.nytimes.com/2014/08/20/smaller-crowds-in-ferguson-but-continued-tension/	None	None	The ensuing chaos echoed the past several nights of conflict between the police and protesters, with journalists among those arrested and feeling the effects of tear gas.	None
2014-08-20T06:50:19Z		Liberia Police Fire on Protesters as W.Africa's Ebola Toll Hits 1,350	Reuters	article	http://www.nytimes.com/reuters/2014/08/20/world/africa/20reuters-health-ebola-liberia-protests.html	None	World	Police in the Liberian capital fired live rounds and tear gas on Wednesday to disperse a stone-throwing crowd trying to break an Ebola quarantine imposed on their neighbourhood, as the death toll from the epidemic in West Africa hit 1,350.	Police in the Liberian capital fired live rounds and tear gas on Wednesday to disperse a stone-throwing crowd trying to break an Ebola quarantine imposed on their neighbourhood, as the death toll from the epidemic in West Africa hit 1,350.
2014-08-20T01:59:13Z		Volunteers a Buffer Between Police, Protesters	AP	article	http://www.nytimes.com/aponline/2014/08/20/us/ap-us-police-shooting-missouri-black-leaders.html	None	U.S.	The tall black man walked up and down West Florissant Avenue in Ferguson, Missouri, working a bullhorn, imploring protesters to behave themselves.	The tall black man walked up and down West Florissant Avenue in Ferguson, Missouri, working a bullhorn, imploring protesters to behave themselves.
2014-08-20T00:16:26Z		Holder Says He Understands Mistrust of Police	AP	article	http://www.nytimes.com/aponline/2014/08/20/us/ap-us-police-shooting-missouri.html	None	U.S.	Attorney General Eric Holder sought Wednesday to reassure the people of Ferguson about the investigation into Michael Brown's death and said he understands why many black Americans do not trust police, recalling how he was repeatedly stopped by...	Attorney General Eric Holder sought Wednesday to reassure the people of Ferguson about the investigation into Michael Brown's death and said he understands why many black Americans do not trust police, recalling how he was repeatedly stopped by officers who seemed to target him because of his race.
2014-08-20T04:04:04Z		Chinese, Russian Media Turn Criticisms Back on US	AP	article	http://www.nytimes.com/aponline/2014/08/20/world/asia/ap-as-china-russia-us-shooting.html	None	World	Chinese and Russian state media have seized on the U.S. police shooting of an unarmed black 18-year-old and ensuing protests to fire back at Washington's criticisms of their own governments, portraying the United States as a land of inequality and...	Chinese and Russian state media have seized on the U.S. police shooting of an unarmed black 18-year-old and ensuing protests to fire back at Washington's criticisms of their own governments, portraying the United States as a land of inequality and brutal police tactics.
2014-08-21T19:01:16Z		Police Tear Gas, Water Cannons at Chilean Protest	AP	article	http://www.nytimes.com/aponline/2014/08/21/world/americas/ap-lt-chile-march.html	None	World	Student protesters fled a tear gas truck and police water cannons used during a march through the Chilean capital Thursday, but no injuries or arrests were reported.	Student protesters fled a tear gas truck and police water cannons used during a march through the Chilean capital Thursday, but no injuries or arrests were reported.
2014-08-21T03:48:45Z		Indonesian Police Fire Tear Gas at Poll Protesters	AP	article	http://www.nytimes.com/aponline/2014/08/21/world/asia/ap-as-indonesia-election-challenge.html	None	World	Supporters of the losing Indonesian presidential candidate Prabowo Subianto clashed with the police Thursday as the country’s top judges began reading a verdict on his petition to overturn the election results.	Supporters of the losing Indonesian presidential candidate Prabowo Subianto clashed with the police Thursday as the country’s top judges began reading a verdict on his petition to overturn the election results.
2014-08-21T16:38:50Z	Ferguson (Mo); Missouri; St Louis (Mo)	Tear-Gassed in Ferguson	The New York Times	blogpost	http://www.nytimes.com/times-insider/2014/08/21/tear-gassed-in-ferguson/	None	None	A national reporter recounts being caught between police and protestors in the violence in Missouri.	None
2014-08-21T08:29:59Z		Tear gas fired at protesters ahead of court verdict on election	Reuters	multimedia	http://www.nytimes.com/video/multimedia/100000003067278/tear-gas-fired-at-protesters-ahead-of-court-verdict-on-election.html	Multimedia/Photos	Multimedia/Photos	Indonesian police fire tear gas to disperse thousands of protesters outside the country's top court in Jakarta, as judges deliver their verdict into last month's disputed presidential election. Rough Cut (no reporter narration).	Indonesian police fire tear gas to disperse thousands of protesters outside the country's top court in Jakarta, as judges deliver their verdict into last month's disputed presidential election. Rough Cut (no reporter narration).
2014-08-21T03:37:18Z		Key Events Following the Death of Michael Brown	AP	article	http://www.nytimes.com/aponline/2014/08/21/us/ap-us-police-shooting-missouri-timeline.html	None	U.S.	A timeline of key events following the fatal police shooting of 18-year-old Michael Brown in the St. Louis suburb of Ferguson, Missouri.	A timeline of key events following the fatal police shooting of 18-year-old Michael Brown in the St. Louis suburb of Ferguson, Missouri.
2014-08-21T00:00:00Z	Demonstrations, Protests and Riots; Brown, Michael (1996-2014); Ferguson (Mo)	As Tension Eases on Ferguson’s Streets, Focus Turns to Investigation	The New York Times	article	http://www.nytimes.com/2014/08/21/us/ferguson-missouri-protests.html	National	U.S.	A grand jury was scheduled to meet Wednesday to begin hearing evidence in the shooting of Michael Brown, as the unrest prompted by his death appeared to reach a turning point.	A grand jury was scheduled to meet Wednesday to begin hearing evidence in the shooting of Michael Brown, as the unrest prompted by his death appeared to reach a turning point.
2014-08-21T16:20:31Z		Africa Tightens Ebola Travel Curbs as Affected Countries Face Food Shortages	Reuters	article	http://www.nytimes.com/reuters/2014/08/21/world/africa/21reuters-health-ebola-travel.html	None	World	African countries tightened travel curbs on Thursday in an effort to contain the Ebola outbreak, ignoring World Health Organization warnings that such measures could heighten shortages of food and basic supplies in affected areas.	African countries tightened travel curbs on Thursday in an effort to contain the Ebola outbreak, ignoring World Health Organization warnings that such measures could heighten shortages of food and basic supplies in affected areas.
2014-08-21T15:04:43Z		Marching and Praying, U.S. Clerics Seek to Restore Calm in Ferguson	Reuters	article	http://www.nytimes.com/reuters/2014/08/21/us/21reuters-usa-missouri-shooting-clergy.html	None	U.S.	Some clad in clerical collars and others in flowing robes, religious leaders have descended on Ferguson, Missouri, to help end nearly two weeks of violence sparked by the police killing of an unarmed black teenager. 	Some clad in clerical collars and others in flowing robes, religious leaders have descended on Ferguson, Missouri, to help end nearly two weeks of violence sparked by the police killing of an unarmed black teenager. 
2014-08-21T00:00:00Z	China; Tibet; Demonstrations, Protests and Riots; Sichuan Province (China); Free Tibet; International Campaign for Tibet	 5 Tibetans Are Said to Die In Chinese Police Custody 	The New York Times	article	http://www.nytimes.com/2014/08/21/world/asia/at-least-2-tibetans-reported-dead-in-custody-in-western-china.html	Foreign	World	Overseas groups and the Tibetan government in exile described tension in an area that has been plagued by strife over the Chinese government&#8217;s rule.	Overseas groups and the Tibetan government in exile described tension in an area that has been plagued by strife over the Chinese government&#8217;s rule.
2014-08-21T03:39:59Z		Guide to Developments in Missouri Police Shooting	AP	article	http://www.nytimes.com/aponline/2014/08/21/us/ap-us-police-shooting-missouri-news-guide.html	None	U.S.	Protesters have gathered daily, with some crowds turning violent, since a police officer fatally shot 18-year-old Michael Brown on Aug. 9 in the St. Louis suburb of Ferguson. Here's a look at key elements of the shooting and the unrest that followed:	Protesters have gathered daily, with some crowds turning violent, since a police officer fatally shot 18-year-old Michael Brown on Aug. 9 in the St. Louis suburb of Ferguson. Here's a look at key elements of the shooting and the unrest that followed:
2014-08-21T00:00:38Z		National Guard Begins Pullout From Riot-Weary Ferguson, Missouri	Reuters	article	http://www.nytimes.com/reuters/2014/08/21/arts/21reuters-usa-missouri-shooting.html	None	Arts	Missouri's governor ordered the withdrawal of National Guard troops from the riot-weary town of Ferguson on Thursday as tensions eased after nearly two weeks of racially charged protests over the fatal shooting of a black teenager.	Missouri's governor ordered the withdrawal of National Guard troops from the riot-weary town of Ferguson on Thursday as tensions eased after nearly two weeks of racially charged protests over the fatal shooting of a black teenager.
2014-08-21T16:53:02Z		Lack of Leadership Hurts Ebola Fight in West Africa-MSF	Reuters	article	http://www.nytimes.com/reuters/2014/08/21/world/africa/21reuters-health-ebola-msf.html	None	World	Efforts to curb the deadly Ebola epidemic that swept across four West African states are being undermined by a lack of leadership and emergency management skills, the international head of Medecins sans Frontieres (MSF) said on Thursday.	Efforts to curb the deadly Ebola epidemic that swept across four West African states are being undermined by a lack of leadership and emergency management skills, the international head of Medecins sans Frontieres (MSF) said on Thursday.
2014-08-21T00:00:00Z	Ferguson (Mo); Looting (Crime); Demonstrations, Protests and Riots; Blacks; Brown, Michael (1996-2014); Police Brutality, Misconduct and Shootings; Shopping and Retail; Small Business	Anger, Hurt and Moments of Hope in Ferguson	The New York Times	article	http://www.nytimes.com/2014/08/21/us/in-ferguson-anger-hurt-and-moments-of-hope.html	National	U.S.	Ever since a white police officer fatally shot an unarmed black youth two Saturdays ago, this St. Louis suburb has been deeply troubled.	Ever since a white police officer fatally shot an unarmed black youth two Saturdays ago, this St. Louis suburb has been deeply troubled.
2014-08-21T02:46:57Z		Many Police Killings, but Only Ferguson Explodes	AP	article	http://www.nytimes.com/aponline/2014/08/21/us/ap-us-police-shooting-missouri-why-ferguson.html	None	U.S.	There was little violence after the acquittal of Trayvon Martin's killer last July. Peace prevailed when at least four other unarmed black males were killed by police in recent months, from New York to Los Angeles.	There was little violence after the acquittal of Trayvon Martin's killer last July. Peace prevailed when at least four other unarmed black males were killed by police in recent months, from New York to Los Angeles.
2014-08-21T00:00:00Z	News and News Media; Syria; Rezaian, Jason; Foley, James (1973-2014); Rosenberg, Matthew (1974- ); Freedom of the Press; Terrorism; Middle East and North Africa Unrest (2010- ); Committee to Protect Journalists; Afghanistan; Iran; Iraq; United States; Ferguson (Mo)	From Missouri to Syria, Journalists Are Becoming Targets	The New York Times	article	http://www.nytimes.com/2014/08/21/world/middleeast/from-arrests-to-beheadings-conflict-reporting-takes-harsh-toll-on-journalists.html	Foreign	World	Reporters, editors and those who monitor the freedom of the press describe a harsh environment for reporters, in the United States and abroad.	Reporters, editors and those who monitor the freedom of the press describe a harsh environment for reporters, in the United States and abroad.
2014-08-22T14:48:47Z		Rights Struggle to Continue After Missouri Violence Fades, Organizers Vow	Reuters	article	http://www.nytimes.com/reuters/2014/08/22/us/22reuters-usa-missouri-shooting-protests.html	None	U.S.	After two nights of relative calm in Ferguson, Missouri, many have expressed hope the violent clashes and looting that followed a white police officer's shooting of an unarmed black teenager will soon be a thing of the past.	After two nights of relative calm in Ferguson, Missouri, many have expressed hope the violent clashes and looting that followed a white police officer's shooting of an unarmed black teenager will soon be a thing of the past.
2014-08-22T00:00:00Z	Ferguson (Mo); Brown, Michael (1996-2014); Demonstrations, Protests and Riots; News and News Media; Lemon, Don; CNN	Police, Protesters and Reporters Form Uneasy Cast for Nightly Show in Ferguson	The New York Times	article	http://www.nytimes.com/2014/08/22/us/ferguson-police-protesters-and-reporters-in-an-uneasy-cast-for-a-nightly-show-in-ferguson.html	National	U.S.	Whether conclusion is reached by consent or by force, the participants exit from West Florissant Avenue, prepared to see one another the next evening for a production with no clear closing night.	Whether conclusion is reached by consent or by force, the participants exit from West Florissant Avenue, prepared to see one another the next evening for a production with no clear closing night.
2014-08-22T00:00:00Z	Elections; Indonesian Democratic Party of Struggle; Joko Widodo; Prabowo Subianto; Indonesia; Jakarta (Indonesia)	Indonesian Court Rejects Election Challenge, Clearing Way for Joko Presidency	The New York Times	article	http://www.nytimes.com/2014/08/22/world/asia/indonesian-court-rejects-election-challenge-clearing-way-for-joko-presidency.html	Foreign	World	The court ruled Thursday that Prabowo Subianto, an ex-general who lost the July election to Joko Widodo, had failed to prove his allegations of fraud.	The court ruled Thursday that Prabowo Subianto, an ex-general who lost the July election to Joko Widodo, had failed to prove his allegations of fraud.
2014-08-22T00:00:00Z	Ferguson (Mo); Police Brutality, Misconduct and Shootings; Brown, Michael (1996-2014); Blacks; Polls and Public Opinion; Discrimination; Race and Ethnicity; CBS Corporation	Poll Shows Broad Divisions Amid Missouri Turmoil	The New York Times	article	http://www.nytimes.com/2014/08/22/us/on-ferguson-unrest-poll-shows-sharp-racial-divide.html	National	U.S.	A poll taken since a white policeman in Missouri killed an unarmed black teenager shows blacks and whites divided on how fairly the police deal with each group and a rising feeling that race relations are troubled.	A poll taken since a white policeman in Missouri killed an unarmed black teenager shows blacks and whites divided on how fairly the police deal with each group and a rising feeling that race relations are troubled.
2014-08-23T14:33:40Z		Key Events Following the Death of Michael Brown	AP	article	http://www.nytimes.com/aponline/2014/08/23/us/ap-us-police-shooting-missouri-timeline.html	None	U.S.	A timeline of key events following the fatal police shooting of 18-year-old Michael Brown in the St. Louis suburb of Ferguson.	A timeline of key events following the fatal police shooting of 18-year-old Michael Brown in the St. Louis suburb of Ferguson.
2014-08-23T09:51:48Z		Ferguson Residents Struggling With Daily Life	AP	article	http://www.nytimes.com/aponline/2014/08/23/us/ap-us-living-in-ferguson.html	None	U.S.	"Life in this working-class St. Louis suburb of modest brick homes and low-rise apartments hasn't been the same since Angelia Dickens' son tearfully told her, ""The police shot a boy."""	"Life in this working-class St. Louis suburb of modest brick homes and low-rise apartments hasn't been the same since Angelia Dickens' son tearfully told her, ""The police shot a boy."""
2014-08-23T19:35:30Z		Guide to Developments in Missouri Police Shooting	AP	article	http://www.nytimes.com/aponline/2014/08/23/us/ap-us-police-shooting-missouri-news-guide.html	None	U.S.	Tensions that flared after a police officer fatally shot 18-year-old Michael Brown have started to ease. Here's a look at key elements of the Aug. 9 shooting and the unrest that followed in the St. Louis suburb of Ferguson:	Tensions that flared after a police officer fatally shot 18-year-old Michael Brown have started to ease. Here's a look at key elements of the Aug. 9 shooting and the unrest that followed in the St. Louis suburb of Ferguson:
2014-08-23T17:02:11Z		Hot-Sauce Plant's Tour Offers Whiff of Excitement	AP	article	http://www.nytimes.com/aponline/2014/08/23/us/ap-us-hot-sauce-open-house.html	None	U.S.	A Southern California hot sauce plant that came under fire for its spicy odors is throwing open its doors to the public, offering a whiff of excitement and perhaps a breath of fresh air in its relations with its neighbors.	A Southern California hot sauce plant that came under fire for its spicy odors is throwing open its doors to the public, offering a whiff of excitement and perhaps a breath of fresh air in its relations with its neighbors.
2014-08-23T03:30:43Z		Protesters, Police March Peacefully in Ferguson	AP	article	http://www.nytimes.com/aponline/2014/08/23/us/ap-us-police-shooting-missouri.html	None	U.S.	A diverse group of protesters, many of them children, marched peacefully Saturday as calm prevailed for a fourth straight day in the St. Louis suburb where an unarmed black 18-year-old was shot by a white police officer, setting off more than a week...	A diverse group of protesters, many of them children, marched peacefully Saturday as calm prevailed for a fourth straight day in the St. Louis suburb where an unarmed black 18-year-old was shot by a white police officer, setting off more than a week of unrest.
2014-08-23T00:00:00Z	Brown, Michael (1996-2014); Ferguson (Mo); Demonstrations, Protests and Riots; National Guard	As Law Enforcement Presence Eases, ‘Small Gains’ Are Noted in Ferguson	The New York Times	article	http://www.nytimes.com/2014/08/23/us/ferguson-missouri-protests.html	National	U.S.	Some residents of Ferguson, Mo., said they were reserving judgment about the future of the town until after Michael Brown’s funeral on Monday.	Some residents of Ferguson, Mo., said they were reserving judgment about the future of the town until after Michael Brown’s funeral on Monday.
2014-08-24T03:54:33Z		Dad of 18-Year-Old Shot by Officer Asks for Peace	AP	article	http://www.nytimes.com/aponline/2014/08/24/us/ap-us-police-shooting-missouri.html	None	U.S.	"The father of a black 18-year-old shot to death by a white police officer in Ferguson pleaded Sunday for a ""day of silence"" as he lays his son to rest Monday."	"The father of a black 18-year-old shot to death by a white police officer in Ferguson pleaded Sunday for a ""day of silence"" as he lays his son to rest Monday."
2014-08-24T10:36:29Z		Michael Brown Called 'Little Kid in Big Body'	AP	article	http://www.nytimes.com/aponline/2014/08/24/us/ap-us-police-shooting-brown-profile.html	None	U.S.	Michael Brown Jr. was on the verge of starting college, eager to launch himself into the adult world. Instead, on Monday he'll be mourned at his funeral, more than two weeks after his fatal shooting by a white police officer&#8212; an act that...	Michael Brown Jr. was on the verge of starting college, eager to launch himself into the adult world. Instead, on Monday he'll be mourned at his funeral, more than two weeks after his fatal shooting by a white police officer&#8212; an act that ignited days of violent protests and reawakened racial tensions that still linger in the nation.
2014-08-24T00:00:00Z	Obama, Barack; Police Brutality, Misconduct and Shootings; Police; Ferguson (Mo); Demonstrations, Protests and Riots; Firearms; Armor	In Washington, Second Thoughts on Arming Police	The New York Times	article	http://www.nytimes.com/2014/08/24/us/in-washington-second-thoughts-on-arming-police.html	National	U.S.	President Obama has ordered a comprehensive review of the government’s decade-old strategy of outfitting local police departments with military-grade body armor, officials say.	President Obama has ordered a comprehensive review of the government’s decade-old strategy of outfitting local police departments with military-grade body armor, officials say.
2014-08-25T01:08:54Z		Correction: Police Shooting-Missouri-Timeline	AP	article	http://www.nytimes.com/aponline/2014/08/25/us/ap-us-police-shooting-missouri-timeline.html	None	U.S.	In stories before and on Aug. 25 about the shooting of unarmed 18-year-old Michael Brown by Ferguson, Missouri, police officer Darren Wilson, The Associated Press, relying on information from authorities, erroneously reported that Wilson had served...	In stories before and on Aug. 25 about the shooting of unarmed 18-year-old Michael Brown by Ferguson, Missouri, police officer Darren Wilson, The Associated Press, relying on information from authorities, erroneously reported that Wilson had served two years as an officer in Jennings, Missouri, before serving for four years in Ferguson. Records show Wilson served almost two years in Jennings and just less than three years in Ferguson before the shooting.
2014-08-25T00:08:11Z		AP PHOTOS: Editor Selections From Latin America	AP	article	http://www.nytimes.com/aponline/2014/08/25/us/ap-lt-week-that-was-in-latin-america-photo-gallery.html	None	U.S.	In Mexico, race horses recovered from rigorous exercise by swimming in a hydrotherapy pool at the capital city's Hippodrome of the Americas. At the track, female apprentice jockeys trained on&#160;mock horses made of hay bales as they try to break...	In Mexico, race horses recovered from rigorous exercise by swimming in a hydrotherapy pool at the capital city's Hippodrome of the Americas. At the track, female apprentice jockeys trained on&#160;mock horses made of hay bales as they try to break into the historically male-dominated sport that hasn't seen a woman ride professionally since 2005.
2014-08-25T01:07:43Z		Guide to Developments in Ferguson Police Shooting	AP	article	http://www.nytimes.com/aponline/2014/08/25/us/ap-us-police-shooting-missouri-news-guide.html	None	U.S.	Tensions that flared after a police officer fatally shot 18-year-old Michael Brown have started to ease. Here's a look at key elements of the Aug. 9 shooting and the unrest that followed in the St. Louis suburb of Ferguson:	Tensions that flared after a police officer fatally shot 18-year-old Michael Brown have started to ease. Here's a look at key elements of the Aug. 9 shooting and the unrest that followed in the St. Louis suburb of Ferguson:
2014-08-25T00:00:00Z	Ferguson (Mo); Brown, Michael (1996-2014); Johnson, Ronald S; Blacks; Police Brutality, Misconduct and Shootings	Ronald Johnson’s Steady Voice Makes Itself Heard Above the Shouting	The New York Times	article	http://www.nytimes.com/2014/08/25/us/after-michael-brown-shooting-capt-ronald-johnson-redefined-leadership-in-ferguson.html	National	U.S.	Summoned from relative obscurity, Capt. Ronald S. Johnson has been equal parts police official, preacher, mediator and neighbor in the aftermath of the killing of an unarmed black teenager in Ferguson, Mo.	Summoned from relative obscurity, Capt. Ronald S. Johnson has been equal parts police official, preacher, mediator and neighbor in the aftermath of the killing of an unarmed black teenager in Ferguson, Mo.
2014-08-26T00:00:00Z	Brown, Michael (1996-2014); Blacks; Ferguson (Mo); Funerals and Memorials; Police Brutality, Misconduct and Shootings; Race and Ethnicity; Discrimination; My Brother's Keeper; Sharpton, Al; St Louis (Mo)	Amid Mourning for Michael Brown, Call for Change	The New York Times	article	http://www.nytimes.com/2014/08/26/us/michael-brown-funeral.html	National	U.S.	Speakers at the teenager’s funeral service, addressing an overflowing crowd, exhorted mourners to work for justice, not just for Mr. Brown, but for others.	Speakers at the teenager’s funeral service, addressing an overflowing crowd, exhorted mourners to work for justice, not just for Mr. Brown, but for others.
2014-08-26T00:00:00Z	Airships; Telescopes and Observatories; Space and Astronomy; University of California, Irvine; Smith, Steve (Aerospace Engineer); Rhodes, Jason D; Miller, Sarah Holmes	Modern Research Borne on a Relic	The New York Times	article	http://www.nytimes.com/2014/08/26/science/airships-that-carry-science-into-the-stratosphere.html	Science	Science	Engineers are designing sleek new airships that could streak past layers of cloud and carry telescopes into the thin, icy air of the stratosphere.	Engineers are designing sleek new airships that could streak past layers of cloud and carry telescopes into the thin, icy air of the stratosphere.
2014-08-26T01:28:21Z		Can Ferguson Change the 'Ritual' of Black Deaths?	AP	article	http://www.nytimes.com/aponline/2014/08/26/us/ap-us-police-shooting-the-ritual.html	None	U.S.	The choir sang, the preachers shouted and the casket stayed closed. The body was taken to the cemetery, and Michael Brown was laid to rest.	The choir sang, the preachers shouted and the casket stayed closed. The body was taken to the cemetery, and Michael Brown was laid to rest.
